REFERENCE,LINK,TAG,ADDRESS,ZONE,CITY,DESCRIPTION,CONDOMINIUM,ADMINISTRATION,STRATA,AGE,REMODELED,AREA,ROOMS,BATHROOMS,GARAGES,ELEVATORS,TYPE OF PROPERTY,STORAGE,PORTER'S LODGE,LAUNDRY AREA,GAS,PARKING LOT,FULL PRICE,FINAL PRICE,CREATION,OBSERVATIONS,PRICE 1,UPDATE 1,PRICE 2,UPDATE 2,PRICE 3,UPDATE 3,PRICE 4,UPDATE 4,PRICE 5,UPDATE 5,PRICE 6,UPDATE 6,PRICE 7,UPDATE 7
3973203406,https://habi.co/venta-apartamentos/3973203406/torreladera-139---apartamento-venta-cedritos-usaquen,,Carrera 11 # 138-48,Los cedros,Bogotá,"Apartamento en venta de 106m2, con vista exterior, ubicado en un 4to piso (Apto 405), acceso por ascensor, parqueadero propio cubierto (157-158) y depósito(56). Consta de 3 habitaciones, 3 baños, sala comedor, balcón (1,25m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y laminado en baños y cocina. El conjunto cuenta con zonas para niños, salón comunal, zonas húmedas, gimnasio y vigilancia privada las 24 horas. Cerca a centro comercial Palatino, Puerta del Sol, Monteverde; cerca a almacenes de cadena como Éxito, D1 Justo y Bueno, Ara; cerca a colegios Children y Provinma; cerca a universidad El Bosque; cerca a rutas de alimentación SITP; Vías de acceso por la Carrera 11 y Calle138.",Torreladera 139,$385.000,4,12 años,Si,106 m2,3,3,2,2,Apartamento,1,24 hrs,Comunal,Si,No,$550.000.000,$550.000.000,13/8/2022,,,,,,,,,,,,,,,
3984560962,https://habi.co/venta-apartamentos/3984560962/toscana-1-casa-venta-pradera-norte-usaquen,,CL 168 # 14-55,Toberin,Bogotá,"Casa en venta de 105m2, con vista Interior, (Interior 2 Casa 23), parqueadero propio cubierto, dentro de la misma casa. Consta de 4 habitaciones, 2 baños, sala comedor, balcón (1,2M2) cocina integral y zona de lavandería. Tiene piso en madera en escaleras y habitaciones del 3er piso y cerámico en las demás zonas de la casa. El conjunto cuenta con zonas verdes, zona para niños, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Panamá; cerca a almacenes de cadena como Éxito, Carulla y D1; cerca a colegio De La Salle, cerca a universidad de San Buenaventura; cerca a estación de Transmilenio Portal del norte; Vías de acceso por la Calle 168 y Carrera 14. *VALOR DE ADMINISTRACIÓN POR CONFIRMAR*",Toscana 1,$0,4,19 años,Si,105 m2,4,2,1,No Tiene,Casa,No Tiene,24 hrs,No Tiene,Si,Si,$382.000.000,$382.000.000,13/8/2022,,,,,,,,,,,,,,,
4000532567,https://habi.co/venta-apartamentos/4000532567/edificio-cerezo---apartamento-venta-batan-suba,Muy pronto,Carrera 48 # 125-21,La alhambra,Bogotá,"Apartamento en venta de 75 m2, con vista interior, ubicado en un 3er piso (Apto 302), acceso por ascensor, parqueadero propio cubierto (14) y depósito (17) . Consta de 2 habitaciones, 2 baños, sala comedor, balcón (1,59m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón social y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro y Bulevar Niza; cerca a almacenes de cadena como Oxxo, Colsubsidio y Jumbo ; cerca a colegio Cardenal Sancha; cerca a universidad El Bosque; cerca a estación de Transmilenio Calle 127; Vías de acceso por Carrera 49 y Calle 125 . *VALOR DE ADMINISTRACION POR CONFIRMAR*",Edificio Cerezo,,5,15 años,Si,75 m2,2,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$447.500.000,$447.500.000,13/8/2022,,,,,,,,,,,,,,,
4082846108,https://habi.co/venta-apartamentos/4082846108/campinas-san-gabriel---apartamento-venta-villa-maria-mosquera,,Calle 23 # 11c-03,Mosquera santa ana,Mosquera,"Apartamento en venta de 53m2, con vista interior, ubicado en un 4to piso (Torre 11 Apto 401), acceso por escaleras. Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene pisocerámico en todas sus zonas. El conjunto cuenta con zona para niños, zonas verdes, terraza, mini market, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Ecoplaza; cerca a almacenes de cadena como Éxito, Surtimax, D1 y Justo & Bueno; cerca a colegio La Unida y La Nueva Enseñanza; cerca a universidades Telecampus CUN y Politécnico Grancolombiano; Vías de acceso por la Cra 14 y Cra 8a.",Campiña de San Gabriel,$100.000,3,10 años,Si,53 m2,2,2,No Tiene,No Tiene,Apartamento,1,24 hrs,Comunal,Si,Si,$136.000.000,$135.000.000,15/8/2022,,,,,,,,,,,,,,,
4107336995,https://habi.co/venta-apartamentos/4107336995/sierra-apartamento-venta-santa-barbara-occidental-usaquen,,Avenida Calle 116 # 21 - 06,Santa barbara,Bogotá,"Apartamento en venta de 92 m2, con vista interior, ubicado en un 5to piso (Apto 503), acceso por ascensor, parqueadero propio cubierto (34). Consta de 4 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso en madera en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Alhambra Plaza; cerca a almacenes de cadena como ARA, D1 y Justo y Bueno; cerca a colegio del Buen Consejo; cerca a universidad UNAB Campus de Bogotá; cerca a estación de Transmilenio Pepe Sierra y paraderos del SITP ; Vías de acceso por Calle 116 y Carrera 21. *VALOR DE ADMINISTRACION POR CONFIRMAR*",La Sierra,$0,5,33 años,Si,92 m2,4,2,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$491.000.000,$491.000.000,13/8/2022,,,,,,,,,,,,,,,
4137565491,https://habi.co/venta-apartamentos/4137565491/toscana-1-casa-venta-pradera-norte-usaquen,,Calle 168 # 14-55,Toberin,Bogotá,"Casa en venta de 105m2, con vista interior, (Interior 2 Casa 27) parqueadero propio cubierto (27). Consta de 4 habitaciones, 2 baños, sala comedor, balcón (2m2) cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón social, zonas verdes, parque infantil, y vigilancia privada las 24 horas. Cerca a centro comercial Panamá, Mazurén; cerca a almacenes de cadena como Éxito, D1; cerca a colegio Distrital Toberín, Clara Casas Morales, María Auxiliadora; cerca a estación de Transmilenio Toberín, portal norte; Vías de acceso por la Calle 168 y Carrera 14. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Toscana 1,$250.000,4,19 años,Si,105 m2,4,2,1,No Tiene,Casa,No Tiene,24 hrs,No Tiene,Si,Si,$355.000.000,$355.000.000,13/8/2022,,,,,,,,,,,,,,,
4224305755,https://habi.co/venta-apartamentos/4224305755/reserva-suba---apartamento-venta-tibabuyes-suba,,Cra 145 #150-64,Tibabuyes,Bogotá,"Apartamento en venta de 56m2, con vista exterior, ubicado en un 1er piso (Torre 2 Apto 111), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta cuenta con zonas verdes, piscina, zona BBQ, cancha múltiple, parque infantil, gimnasio y vigilancia privada las 24 horas. Cerca a centro comercial como Plaza Imperial; cerca a almacenes de cadena como Éxito, Colsubsidio y D1; cerca a colegio como Delia Zapato Olivella, Liceo Juan Ramón Jiménez, Evergreen School; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la Av Suba y Calle 145.",Reserva de Suba,$98.500,3,5 años,Si,56 m2,3,2,No Tiene,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$163.000.000,$163.000.000,13/8/2022,,,,,,,,,,,,,,,
4226402119,https://habi.co/venta-apartamentos/4226402119/bosque-americas-apartamento-venta-ciudad-techo-kennedy,,Calle 6c # 82a-38,Castilla,Bogotá,"Apartamento en venta de 40m2, con vista interior, ubicado en un 4to piso (Torre 5 Apto 404), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón social, gimnasio, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Tintal Plaza; cerca a almacenes de cadena como Éxito, Cafam y D1; cerca a colegios como Tayrona y San Bonifacio; cerca a universidades como Uniagustiniana y Publica de Kennedy; cerca a estación de Transmilenio Banderas y Pradera; Vías de acceso por la Calle 6C y Carrera 86.",Bosque de las Américas,,2,15 años,Si,40 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$138.000.000,$138.000.000,13/8/2022,,,,,,,,,,,,,,,
4442600474,https://habi.co/venta-apartamentos/4442600474/milano---apartamento-venta-chico-norte-chapinero,,Calle 94 # 23-64,Chico lago,Bogotá,"Apartamento en venta de 88 m2, con vista exterior, ubicado en un 1er piso (Apto 102), parqueadero propio cubierto (32-33) y depósito (504). Consta de 2 habitaciones, 2 baños, 1 habitación y 1 baño de servicio, estudio, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámica en baños y cocina. El conjunto cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Centro 93, Chicó, Portobello; cerca a almacenes de cadena como Éxito, Jumbo, D1, Farmatodo; cerca a colegio Nuestra señora del Buen Consejo, Patria, Gimnasio La Castellana; cerca a universidad Gato Dumas cerca a estación de Transmilenio Virrey, Calle 100 , Calle 85; Vías de acceso por la Calle 94 y autopista norte.",Milano,$436.000,6,28 años,Si,88 m2,2,2,2,1,Apartamento,1,24 hrs,Comunal,Si,No,$485.000.000,$485.000.000,13/8/2022,,,,,,,,,,,,,,,
4580817766,https://habi.co/venta-apartamentos/4580817766/porvenir-reservado-3-apartamento-venta-parcela-porvenir-bosa,Externo,Calle 52sur # 97C-20,El porvenir,Bogotá,"Apartamento en venta de 45m2, con vista interior, ubicado en un 5to piso (Torre 7 Apto 501), acceso por escaleras, Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Trébolis el Porvenir y Aldmirola; cerca a almacenes de cadena como Justo & Bueno; cerca a colegio IED Colegio Ciudadela Educativa de Bosa, Colegio Germán Arciniegas IED Bogotá y Colegio Marista Soledad Acosta de Samper; cerca a Universidad Distrital Francisco José De Caldas Sede Bosa; cerca a estación de Transmilenio Portal Américas; Vías de acceso por la carrera 88c y calle 46sur",Porvenir Reservado 3,$45.000,2,13 años,No,45 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$105.000.000,$105.000.000,13/8/2022,,,,,,,,,,,,,,,
4634757382,https://habi.co/venta-apartamentos/4634757382/frontier-apartamento-venta-san-martin-santafe,,Calle 33 # 6-39,Sagrado corazon,Bogotá,"Apartamento en venta de 53m2, con vista interior, ubicado en un 5to piso (Apto 508), acceso por ascensor, parqueadero propio cubierto (53). Consta de 1 habitación, 2 baños, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños, cocina y lavandería. El edificio cuenta con sala de reuniones, sala audiovisual, gimnasio, parque infantil, terraza, BBQ, lavandería y vigilancia privada las 24 horas. Cerca a centros comerciales San Martín y Marcali; cerca a almacenes de cadena como Éxito, Olímpica y D1; cerca a colegio María Auxiliadora y Manuel Elkin Patarroyo; cerca a universidad Francisco José de Caldas y Jorge Tadeo Lozano; cerca a estación de Transmilenio Profamilia y Calle 34; Vías de acceso por la Avenida Caracas y Avenida Carrera 7. *VALOR DE ADMINISTRACIÓN POR CONFIRMAR*",Frontier,$185.000,4,1 años,Si,53 m2,1,2,1,2,Apartamento,No Tiene,24 hrs,Comunal,No,No,$438.000.000,$438.000.000,13/8/2022,,,,,,,,,,,,,,,
4643130188,https://habi.co/venta-apartamentos/4643130188/torrealta---apartamento-venta-gradana-chapinero,,Calle 65 # 1f-26,Pardo rubio,Bogotá,"Apartamento en venta de 68m2, con vista interior, ubicado en un 2do piso (Torre A Apto 208), con acceso por ascensor, con parqueadero privado y cubierto (#208A) y depósito (#208A). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso en laminado en sala comedor y habitaciones, y cerámica en baños y cocina. El Edificio cuenta con salón comunal y vigilancia las 24 horas. Cerca a Universidades como La Salle y Manuela Beltrán; cerca a almacenes de cadena como Carulla, Éxito y D1; con vías de acceso por la Cra 7 y Cra 1.",Torre Alta,$360.000,4,23 años,Si,68 m2,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$405.000.000,$380.000.000,13/8/2022,Has exhibition furniture,,,,,,,,,,,,,,
4667862831,https://habi.co/venta-apartamentos/4667862831/portal-flores---apartamento-venta-ciudad-verde-soacha,,Carrera 21 # 36-40,Soacha ciudad verde,Soacha,"Apartamento en venta de 49 m2, con vista interior, ubicado en un 5to piso (Torre 9 Apto 503), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, gimnasio al aire libre, cancha múltiple, salón comunal, mini market y vigilancia privada las 24 horas. Cerca a centros comerciales Mercurio y Gran Plaza; cerca a almacenes de cadena como Justo & Bueno, Ara y Metro; cerca a colegios León Magno y La Salle ; cerca a universidad UNAD Ciudad Verde; cerca a estación de Transmilenio San Mateo; Vías de acceso por la Avenida Terreros y Carrera 21.",Portal de Las Flores,$68.000,3,10 años,Si,49 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$118.000.000,$116.000.000,13/8/2022,,,,,,,,,,,,,,,
4748686763,https://habi.co/venta-apartamentos/4748686763/alameda-del-portal-4---casa-venta-osorio-diez-bosa,,Calle 50 sur # 95 a - 81,El porvenir,Bogotá,"Casa en venta de 44m2, (Casa 94), con vista interior. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámica en baños, cocina, zona de lavado. El conjunto cuenta con zonas verdes, zona de niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a Centro Comercial Trebolis El Porvenir y Micentro El Porvenir; cerca a almacenes de cadena como Justo & Bueno, Ara y D1; cerca a colegio Germán Arciniegas I.E.D y Colegio Ciudadela Educativa de Bosa I.E.D; cerca a universidad Universidad Distrital Francisco José De Caldas; cerca a rutas de alimentadores y SITP; Vías de acceso por la Carrera 95A y Calle 50 Sur.",Alameda del Portal 4,$50.000,2,17 años,Si,44 m2,2,1,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,Si,Si,$112.000.000,$112.000.000,13/8/2022,,,,,,,,,,,,,,,
4767556100,https://habi.co/venta-apartamentos/4767556100/parques-bogota-alcaparros---apartamento-venta-campo-verde-bosa,,Calle 80 bis sur # 94-21,Tintal sur,Bogotá,"Apartamento en venta de 53m2, con vista exterior, ubicado en un 5to piso (Torre 18 Apto 502), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámica en habitaciones y zona comunes. El conjunto cuenta con salón comunal, zona para niños, gimnasio y vigilancia privada las 24 horas. Vías de acceso por la Carrera 80Bis Sur y Carrera 91; Cerca a Centros Comerciales como Metro Recreo; cerca a almacenes como Surtimax y Justo & Bueno; cerca a estación de Transmilenio Bosa. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Parques de Bogotá Alcaparro,$0,2,7 años,Si,53 m2,3,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$144.000.000,$144.000.000,13/8/2022,,,,,,,,,,,,,,,
4889122922,https://habi.co/venta-apartamentos/4889122922/parques-lorena---apartamento-venta-parques-lorena-usaquen,,Carrera 14A # 151A-06,Los cedros,Bogotá,"Apartamento en venta de 93m2, con vista interior, ubicado en un 3er piso (Torre 3 Apto 303), acceso por ascensor, parqueadero propio cubierto (108 - 109). Consta de 3 habitaciones, 2 baños, cuarto y baño de servicio, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, gimnasio, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Cedritos y Caobos 147; cerca a almacenes de cadena como Carulla, Olímpica y OXXO; cerca a colegio Liceo de Cervantes; cerca a universidad El Bosque; cerca a estación de Transmilenio Alcalá; vías de acceso por la Calle 151 y Carrera 14.",Parques de Lorena,$380.000,4,26 años,Si,93 m2,3,3,2,1,Apartamento,1,24 hrs,Comunal,Si,Si,$405.000.000,$396.000.000,13/8/2022,,,,,,,,,,,,,,,
4914971742,https://habi.co/venta-apartamentos/4914971742/remanso-sotavento-apartamento-venta-britalia-suba,Externo,Calle 162 #55-40,Britalia,Bogotá,"Apartamento en venta de 73m2, con vista exterior, ubicado en un 5to piso (Torre 2 Apto 503), acceso por ascensor, parqueadero propio cubierto (143) y deposito (101). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, gimnasio y vigilancia privada las 24 horas. Cerca a centros comerciales Arizona, Punto 170 y Prado Comercial; cerca a almacenes de cadena como Éxito, D1 y Homecenter; cerca a colegios Liceo Moderno Campestre, Santiago Alberione y San Tarsicio; cerca a universidades San Buenaventura y Uniagraria; cerca a estación de Transmilenio Portal del Norte y Toberín; Vías de acceso por la Calle 170 y Cra 58. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Remanso de Sotavento,,3,9 años,No,67 m2,3,2,1,1,Apartamento,1,24 hrs,No Tiene,,,$330.000.000,$330.000.000,13/8/2022,,,,,,,,,,,,,,,
4967904126,https://habi.co/venta-apartamentos/4967904126/fontana-prosperidad---apartamento-venta-prosperidad-madrid,,Calle 6 sur # 23 - 187,Madrid la prosperidad,Madrid,"Apartamento en venta de 63m2, con vista interior, ubicado en un 12avo piso (Torre 4 Apto 1208), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, balcón (1,05m2), sala de estar, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, zonas verdes, zonas para niños, cancha múltiple, zona BBQ, piscina y vigilancia privada las 24 horas. Cerca a centros comerciales como Los Pinos y Alcaparros; cerca a almacenes de cadena como D1, Ara, Justo & Bueno y Surtimax; cerca a colegios como Infantes del Sosiego y Pedagógico Inglés; cerca a universidad Uniminuto Madrid; Vías de acceso por la Carrera 22 y Calle 6 sur.",Fontana La Prosperidad,$100.000,4,3 años,Si,63 m2,3,2,No Tiene,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$157.500.000,$151.500.000,13/8/2022,,,,,,,,,,,,,,,
4974300571,https://habi.co/venta-apartamentos/4974300571/edificio-icono-apartamento-venta-centro-fontibon-fontibon,,Calle 20 # 97-46,Fontibon,Bogotá,"Apartamento de 60m2 con vista interior, ubicado en un 3er piso (Apto 308) acceso por ascensor, parqueadero propio cubierto (1-308). Consta de 3 habitaciones, 2 baños, sala comedor y cocina integral. Tiene piso laminado en sala comedor y habitaciones, y cerámico en baños y cocina. El edificio inteligente cuenta con salón comunal y gimnasio. Cerca a centro comercial Hayuelos; cerca a almacenes de cadena como Éxito Fontibón, D1 y Ara; cerca a colegio Parroquial San Pedro Claver, Santa Teresa de Jesús y Distrital Villemar El Carmen; cerca a Sena Fontibón; cerca a paraderos del SITP ; Vías de acceso por Calle 20 y Carrera 97.",Edificio Icono,$132.000,3,7 años,Si,60 m2,3,2,1,1,Apartamento,No Tiene,No,No Tiene,Si,No,$272.000.000,$272.000.000,13/8/2022,,,,,,,,,,,,,,,
5001944704,https://habi.co/venta-apartamentos/5001944704/zaragoza---apartamento-venta-zona-urbana-madrid,,Calle 23 # 13 - 04,Madrid variante y p. flores,Madrid,"Apartamento en venta de 53 m2, con vista interior, ubicado en un 3er piso (Torre 16 Apto 301), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, gimnasio, salón comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Casablanca y Los Pinos; cerca a almacenes de cadena como Surtimax, Justo&Bueno y D1; cerca a Colegio Finlandés Juan Pablo II y Colegio Gabriel Echavarría; cerca a universidad Uniminuto Madrid; Vías de acceso por la Calle 23 y Variante Madrid.",Zaragoza,$85.000,3,3 años,Si,53 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$131.000.000,$129.500.000,13/8/2022,,,,,,,,,,,,,,,
5004561827,https://habi.co/venta-apartamentos/5004561827/trebol-guali-2-casa-venta-trebol-mosquera,Externo,Carrera 11 este # 16a-16,Mosquera centro y el trébol,Mosquera,"Casa en venta de 76m2, con vista interior, (Interior 10 Casa 2). Consta de 4 habitaciones, 3 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, parqueadero comunal, zonas verdes, parque infantil, cancha múltiple y vigilancia privada las 24 horas. Cerca a centro comercial Fénix; cerca a almacenes de cadena como Éxito, D1 y Ara; cerca a colegio Industrial Corazón de María; cerca a universidad Politécnico Grancolombiano; Vías de acceso por Avenida Carrera 5 Este y Calle 17. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Trébol De Gualí 2,,3,9 años,Si,75 m2,4,3,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,,No,$208.000.000,$208.000.000,13/8/2022,,,,,,,,,,,,,,,
5033470994,https://habi.co/venta-apartamentos/5033470994/edificio-bermudez-apartamento-venta-bonanza-engativa,Externo,Diagonal 79B # 71B-22,Las ferias,Bogotá,"Apartamento en venta de 21m2, con vista interior, ubicado en un 4to piso (Apto 403), acceso por ascensor. Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El edificio cuenta con Bicicletero y vigilancia privada las 24 horas. Cerca a centro comercial Titán Plaza; cerca a almacenes de cadena como Éxito, Jumbo y D1; cerca a colegio El Minuto de Dios; cerca a universidad Minuto de Dios; cerca a estación de Transmilenio Minuto de Dios y paraderos del SITP ; Vías de acceso por Avenida Boyaca y Calle 80. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Edificio Bermudez,$0,3,7 años,,21 m2,2,2,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$235.000.000,$235.000.000,13/8/2022,,,,,,,,,,,,,,,
5037420824,https://habi.co/venta-apartamentos/5037420824/altos-ipanema---apartamento-venta-pantanos-kennedy,,Calle 26 sur#93D-60,Calandaima,Bogotá,"Apartamento en venta de 42 m2, con vista interior, ubicado en un 4to piso (Torre 16 Apto 402), acceso por escalera. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en zona social y habitaciones y cerámico en baño y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, BBQ, cancha múltiple, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Trebolis El Porvenir; cerca a almacenes de cadena como D1, Justo & Bueno, Éxito; cerca a colegio Cafam Bellavista y SaludCoop Sur ; cerca a universidad de Kennedy; cerca a estación de Transmilenio Portal Américas; Vías de acceso por la calle 26 Sur y carrera 98. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Altos de Ipanema,$0,2,13 años,Si,42 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$117.500.000,$117.500.000,13/8/2022,,,,,,,,,,,,,,,
5067771256,https://habi.co/venta-apartamentos/5067771256/cala-apartamento-venta-ciudad-verde-soacha,,Carrera 38 #10A-206,Soacha ciudad verde,Soacha,"Apartamento en venta de 54m2, con vista interior, ubicado en un 3er piso (Torre 4 Apto 3016), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona infantil, cancha múltiple, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Prado Verde, Jardín Verde y Miraflores; cerca a almacenes de cadena como Colsubsidio y Olímpica; cerca a colegio Ciudad Verde; cerca a universidad UNAD; cerca a estación de Transmilenio San Mateo; Vías de acceso por la Av Luis Carlos Galán y la Transversal 40. VALOR DE ADMINISTRACION POR CONFIRMAR.",Cala,$72.000,3,6 años,Si,54 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$138.000.000,$138.000.000,13/8/2022,,,,,,,,,,,,,,,
5078727518,https://habi.co/venta-apartamentos/5078727518/saint-michel-apartamento-venta-puente-largo-suba,,Calle 104b # 57-23,La alhambra,Bogotá,"Apartamento en venta de 103m2, con vista interior , ubicado en un 3er piso (Apto 302), acceso por ascensor, parqueadero propio cubierto (9). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Iserra 100, Puente Largo y MasterCenter; cerca a colegio Jonathan Swift Sede Primaria, colegio San Sebastián, colegio Rosario de Santo Domingo, colegio Domingo Faustino Sarmiento; cerca a Fundación Universitaria Cafam, Universidad Nebrija Bogotá, Universidad de América Sede Posgrados; cerca a almacenes de cadena como Éxito, Justo & Bueno, Colsubsidio, Carulla, D1 y Ara; cerca a estación de Transmilenio Suba Calle 100; vías de acceso por la carrera 57 y calle 104. *VALOR DE ADMINISTRACIÓN POR CONFIRMAR*",Saint Michel,$0,5,27 años,Si,103 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$478.000.000,$478.000.000,13/8/2022,The perfect property to renovate,,,,,,,,,,,,,,
